Labour/sq.yard,Pressure ,cost,Load bearing capacity,Quantity,Efficiency
10,16,474,38,11,56.879
11,74,74,127,25,36.53300000000001
11,56,100,31,27,24.829000000000004
7,83,65,94,44,34.278999999999996
12,57,479,122,17,73.95400000000001
7,77,588,32,18,75.252
6,20,507,82,19,66.988
6,13,103,115,42,32.399
15,24,282,29,19,38.647000000000006
13,46,523,114,18,76.291
10,30,81,80,34,27.006999999999998
8,66,588,18,26,73.19800000000001
3,22,256,53,16,37.471999999999994
14,119,248,56,41,52.271
12,11,289,105,48,50.907
13,21,352,58,22,49.316
10,123,121,99,27,43.472
12,71,446,123,38,74.87400000000001
13,126,472,33,22,70.366
15,39,368,37,31,51.541000000000004
15,102,489,118,37,82.31400000000001
7,54,513,23,46,67.171
5,32,174,86,40,37.675999999999995
14,113,128,33,43,36.702999999999996
10,74,451,57,18,64.587
11,112,597,15,34,80.275
7,32,535,83,35,73.33200000000001
8,48,257,56,30,43.095000000000006
5,11,122,87,40,30.118000000000002
7,99,366,109,37,67.653
4,43,467,88,45,69.31
8,72,105,124,42,40.794999999999995
11,111,426,92,43,73.96900000000001
5,59,460,89,35,69.48900000000002
15,75,192,95,17,43.815
5,65,464,19,18,59.46600000000001
5,122,277,73,38,56.591
9,101,92,111,43,41.365
5,128,408,128,32,76.95400000000001
4,39,589,25,14,69.289
7,105,119,15,39,31.42
13,106,418,112,44,75.48
8,117,79,109,47,42.034000000000006
13,100,591,124,15,90.366
4,75,208,92,18,44.17000000000001
15,85,293,68,42,54.641
14,87,105,128,47,44.19
8,71,596,113,40,88.602
13,85,159,113,38,46.301
3,37,543,67,23,70.852
3,68,246,51,46,45.108000000000004
10,105,350,70,30,61.10000000000001
14,100,153,14,23,32.870000000000005
15,61,207,117,28,47.875
3,58,462,113,43,73.46700000000001
4,61,440,97,32,68.29400000000001
9,38,410,113,38,65.84
12,27,448,120,48,70.772
14,36,383,104,40,62.398999999999994
13,58,230,46,49,42.93900000000001
15,12,114,79,36,28.81
9,61,203,121,50,50.069
8,100,287,113,25,58.972
12,25,586,42,16,70.53
6,43,425,94,30,64.243
13,74,270,105,32,54.482
3,53,388,53,39,57.137
12,81,353,26,42,54.507000000000005
6,36,228,75,22,40.112
13,114,519,124,14,84.599
4,47,242,111,42,49.681999999999995
7,123,452,66,40,73.89000000000001
5,107,114,37,16,31.09
14,15,129,35,11,21.888000000000005
13,71,367,17,50,54.632999999999996
7,121,478,68,21,74.283
8,12,71,123,33,29.200000000000003
13,72,254,124,28,54.62800000000001
9,40,150,124,46,42.194
11,93,326,50,49,57.035
12,102,188,11,20,35.71
12,130,393,25,34,63.14900000000001
4,65,474,121,40,76.26400000000001
6,49,328,23,44,47.578
6,110,350,59,37,60.723000000000006
5,44,56,74,46,26.304000000000002
6,116,392,49,22,62.57600000000001
9,58,457,32,35,62.02
13,118,238,68,43,52.853
10,118,243,18,46,46.94500000000001
14,52,533,72,29,73.936
14,91,427,49,32,65.12100000000001
8,17,369,39,23,47.76800000000001
11,68,187,120,26,46.459
5,39,127,62,36,30.145000000000003
15,38,210,61,40,39.658
11,91,269,53,18,47.74700000000001
14,48,174,45,49,36.083
15,90,232,127,29,55.183
9,58,227,70,45,44.92
3,69,364,96,21,60.017
10,51,270,110,40,53.14600000000001
7,43,140,14,23,24.315000000000005
12,49,221,25,40,37.095
6,40,467,21,16,56.980999999999995
5,13,439,119,17,63.790000000000006
6,103,345,43,48,58.635000000000005
5,73,471,54,19,65.77000000000001
9,35,69,43,40,22.189
10,36,325,124,22,56.639
6,56,92,99,43,34.315
3,65,496,89,18,71.618
12,110,481,16,11,65.81
13,13,406,113,14,60.03999999999999
9,107,139,124,12,44.809
13,42,241,40,45,40.938
13,72,387,31,35,56.804
15,61,529,73,47,76.938
11,116,57,42,42,30.661
10,17,498,17,17,57.403000000000006
3,61,359,73,22,55.71300000000001
5,39,318,33,24,44.238
12,128,216,20,24,43.2
14,53,284,61,27,47.235
10,82,581,81,43,84.74000000000001
15,61,544,81,50,79.85000000000001
7,63,396,114,45,68.10900000000001
4,56,590,105,35,84.26100000000001
8,118,192,102,38,51.582
13,89,317,34,17,49.95400000000001
13,86,373,22,13,53.226
14,38,343,19,27,45.994
4,18,271,71,43,44.166000000000004
5,91,480,44,12,66.634
7,23,268,67,32,42.884
11,21,71,33,47,20.48
10,25,247,15,34,34.743
11,58,223,47,48,42.063
3,92,461,18,37,64.24600000000001
12,77,505,29,35,68.95200000000001
15,86,172,54,31,39.407000000000004
10,67,185,130,27,47.470000000000006
4,117,126,84,44,42.814
14,93,206,105,13,48.050999999999995
10,70,568,27,23,72.635
12,119,521,39,48,78.28699999999999
5,94,211,93,38,49.276999999999994
10,22,122,10,16,18.978
13,24,394,87,32,58.86600000000001
12,17,264,85,32,44.574000000000005
6,123,360,97,25,66.753
8,73,197,96,45,46.919999999999995
15,43,517,50,40,69.81500000000001
13,59,145,32,22,29.436999999999998
9,95,173,52,18,38.205000000000005
11,29,87,120,15,30.526000000000003
4,27,220,77,32,39.53
8,43,109,38,12,23.085
12,62,438,60,40,65.07000000000001
5,84,229,16,33,39.33
8,127,115,16,24,32.003
3,32,232,44,41,38.013
3,89,329,114,34,62.689
10,63,566,89,40,81.70400000000002
15,65,118,11,21,24.737
8,76,140,98,23,39.153000000000006
7,93,567,126,44,90.301
6,46,383,72,22,56.537
6,37,393,21,24,50.111000000000004
4,109,396,121,22,71.348
7,40,584,74,23,76.611
15,83,389,61,14,59.863
7,46,341,97,20,55.397000000000006
5,63,483,75,41,71.17
4,31,427,61,27,58.226000000000006
12,82,559,25,48,76.013
15,74,526,34,29,70.931
4,41,503,44,34,65.685
12,79,504,105,33,78.725
3,62,155,122,28,42.309000000000005
8,104,382,62,16,61.33
5,39,138,39,35,28.147
13,113,564,34,25,78.637
10,83,484,122,42,80.27000000000001
7,27,238,11,34,33.275999999999996
11,19,583,45,23,70.664
4,48,464,21,29,58.973
4,111,97,31,45,32.418
5,28,193,63,42,36.379
14,36,163,118,39,41.88
12,115,573,123,12,89.711
12,21,118,93,48,33.236000000000004
8,56,314,58,19,48.731
6,46,401,38,49,57.147999999999996
11,16,258,119,15,46.159
5,105,179,41,11,37.348
4,32,328,104,20,53.1
12,88,340,99,20,60.87800000000001
6,33,266,103,39,49.265
9,59,314,126,25,58.723000000000006
8,82,430,116,30,72.312
8,119,415,88,25,70.854
10,52,302,109,18,53.74600000000001
9,95,203,112,15,48.678
9,64,446,107,46,72.664
7,36,417,99,22,62.41100000000001
5,58,298,121,14,54.672
11,26,175,67,28,33.723
7,88,279,34,22,46.05500000000001
12,29,511,103,31,73.13400000000001
9,55,493,50,21,65.982
3,118,387,12,45,59.96
9,101,165,125,19,47.702000000000005
3,74,105,126,50,41.789
13,83,473,51,17,67.224
12,86,118,24,29,29.545000000000005
4,47,270,25,42,41.33
9,63,361,117,49,65.62
4,88,141,32,15,30.754
14,119,111,93,11,39.67399999999999
14,108,292,130,22,62.79800000000001
10,85,367,121,15,65.342
7,14,211,102,36,41.109
6,85,526,31,42,72.55400000000002
7,43,489,119,38,74.99900000000001
4,16,500,113,12,68.834
12,117,151,18,18,34.385000000000005
5,18,257,63,16,38.589
9,52,152,76,19,34.335
13,86,320,78,31,57.295
7,35,430,32,23,55.017
5,110,452,45,21,67.211
7,37,84,92,37,29.769
11,63,224,17,48,38.84400000000001
3,126,281,83,27,57.27
14,34,278,98,17,48.045
3,129,595,105,21,91.47800000000001
13,99,595,55,24,82.75500000000001
8,119,114,49,19,34.669000000000004
5,99,330,12,39,51.465
7,130,95,74,31,38.614
4,44,367,23,11,46.83
11,90,420,107,47,73.35300000000001
12,72,498,72,18,71.232
6,54,132,50,18,28.778000000000002
12,39,404,63,26,57.692
15,96,314,56,18,53.62200000000001
12,25,366,127,40,62.216
14,79,576,70,39,82.341
7,32,513,96,31,72.32400000000001
6,47,303,130,39,58.136
12,122,527,76,37,82.742
12,95,530,10,17,68.95299999999999
14,91,62,74,37,32.101000000000006
7,53,478,118,38,74.918
3,40,428,108,30,65.748
7,83,545,56,44,77.819
9,45,451,116,39,71.302
13,126,274,37,16,50.17400000000001
11,24,81,49,17,20.348000000000003
13,86,108,129,45,44.178999999999995
13,112,80,33,23,29.269
15,38,249,95,45,48.611999999999995
10,11,403,65,28,54.66100000000001
13,101,358,15,30,54.56400000000001
8,45,171,119,37,43.084
15,50,417,69,16,60.141000000000005
6,96,527,14,34,70.769
5,129,182,50,12,41.724
11,53,334,129,48,63.354
5,84,549,31,49,75.504
6,41,423,98,30,64.32900000000001
12,29,505,109,30,73.189
8,126,376,58,19,63.113
12,86,599,89,14,84.791
8,88,229,60,12,43.285
12,49,262,34,34,41.69200000000001
6,104,240,130,23,56.481
7,75,484,65,49,72.495
4,90,137,65,49,38.918000000000006
9,116,199,13,19,38.316
15,87,569,42,16,76.27499999999999
9,124,360,123,19,69.80499999999999
12,53,419,123,44,70.77300000000001
15,117,473,124,44,84.05100000000002
7,32,152,91,40,36.284
11,116,148,66,31,41.663000000000004
9,116,141,130,13,46.95400000000001
14,68,161,91,12,38.667
6,67,126,103,26,37.522000000000006
11,23,435,100,44,65.82900000000001
5,93,600,75,44,86.824
13,127,503,107,13,82.162
12,36,353,120,43,61.626000000000005
10,116,123,106,14,42.225
12,97,94,106,16,37.510000000000005
13,10,581,21,31,67.43
15,66,454,30,26,61.854000000000006
14,75,265,82,23,50.12200000000001
4,23,445,52,21,57.232
3,46,71,82,27,26.650000000000002
13,67,579,40,25,75.596
14,67,183,89,37,43.488
11,98,102,118,49,43.831
3,16,74,80,50,25.95
13,14,199,101,13,37.57
12,67,151,86,23,38.02
8,104,577,96,38,88.06300000000002
14,124,518,83,12,80.18
10,54,133,43,16,28.091
13,44,362,58,19,52.63700000000001
5,91,76,87,14,31.658000000000005
5,18,562,110,43,78.717
11,69,82,20,11,21.185000000000002
14,71,185,84,31,42.790000000000006
3,17,488,30,47,61.022999999999996
7,90,234,35,43,44.370999999999995
13,30,192,45,46,35.366
3,49,578,76,12,75.64
6,64,334,72,11,52.367
3,99,233,16,41,42.245999999999995
7,117,550,39,22,77.44
9,126,315,105,38,65.413
11,76,219,115,42,51.873
4,16,554,127,22,77.298
15,117,225,125,22,56.51500000000001
6,122,135,108,40,47.127
4,68,472,32,29,63.531
13,102,412,85,23,68.401
8,114,394,100,19,68.999
11,61,225,75,17,42.56400000000001
3,32,175,16,31,27.426000000000002
3,95,115,35,29,30.906000000000002
11,33,372,55,25,52.515
14,69,367,124,38,66.97300000000001
14,103,178,13,15,34.660999999999994
12,72,265,109,24,53.223000000000006
5,58,536,25,27,67.777
5,61,490,103,45,75.76100000000001
13,58,507,37,32,67.72300000000001
14,60,595,94,44,85.77100000000002
3,125,599,34,34,83.73500000000001
4,84,396,57,12,58.938
12,24,293,54,45,45.832
3,49,416,95,47,65.91300000000001
5,63,117,128,19,38.476000000000006
9,37,142,65,49,33.724999999999994
3,67,275,116,16,52.801
7,101,215,88,11,46.81
8,97,244,74,27,49.449000000000005
7,86,419,62,43,66.102
3,84,225,36,28,40.751000000000005
11,91,502,28,34,69.934
10,79,55,95,29,31.42
9,33,570,51,23,71.57499999999999
6,59,430,41,41,61.022999999999996
5,101,335,127,42,67.50900000000001
14,87,448,119,47,77.66300000000001
4,80,367,81,14,58.903
15,110,587,76,11,84.586
6,128,368,39,15,59.410999999999994
13,10,293,26,43,40.42
3,51,493,22,20,61.21900000000001
5,72,226,117,22,49.456
14,121,555,45,47,82.79400000000001
3,129,559,40,17,78.916
8,117,218,107,24,53.076
7,12,544,52,26,66.82
14,83,452,89,13,69.657
3,48,116,12,42,24.112000000000002
13,68,65,126,27,35.216
9,56,333,55,31,51.778
12,48,288,18,43,43.193000000000005
10,112,586,46,33,82.98500000000001
6,125,280,64,36,55.924
3,119,383,113,24,70.303
12,108,567,55,17,80.048
15,37,80,104,44,32.477999999999994
13,37,248,101,41,48.519
4,105,131,36,34,34.497
4,110,240,45,50,49.16
3,47,390,84,15,57.817
5,47,388,97,31,61.389
11,23,389,32,14,48.772999999999996
10,118,91,130,30,44.249
14,50,452,23,21,58.20100000000001
10,55,129,24,38,27.951
7,107,476,15,27,66.281
11,114,324,37,15,53.533
7,127,307,110,39,65.31
10,104,82,26,32,28.434
5,76,276,44,29,46.313
5,30,559,37,34,69.245
12,111,388,21,18,58.016000000000005
14,55,516,33,17,66.069
3,62,451,89,49,70.414
10,48,355,40,13,49.07000000000001
14,90,232,11,35,40.727000000000004
8,17,553,88,38,74.507
8,23,318,106,43,54.403
10,63,289,113,29,55.538000000000004
12,12,158,93,37,34.923
14,55,343,56,31,53.252
4,85,232,34,29,41.523
11,130,305,89,18,60.587
3,48,206,66,35,39.389
5,115,583,130,18,91.715
5,102,299,49,43,53.967999999999996
14,108,552,74,37,83.56300000000002
4,32,187,108,44,42.235
15,61,374,107,11,61.419
10,95,564,127,21,87.89300000000001
7,70,266,100,24,51.47200000000001
14,105,181,18,37,38.464000000000006
6,54,207,65,31,39.85
10,82,387,90,42,66.197
7,128,140,120,19,47.479000000000006
8,98,66,54,27,28.987000000000002
3,29,524,51,48,68.9
7,109,471,57,48,73.96700000000001
13,117,154,98,11,44.345
4,88,388,130,13,68.203
7,116,122,115,49,47.18900000000001
15,68,303,42,18,47.443000000000005
11,12,446,103,50,66.768
10,37,160,60,16,31.056
14,100,70,30,47,29.423
6,128,562,101,36,89.56400000000001
13,99,251,89,44,54.811
13,86,534,14,34,70.946
6,61,359,24,43,52.111999999999995
7,41,363,75,31,55.48800000000001
8,40,158,69,21,32.787000000000006
14,74,240,129,41,55.733
11,28,543,94,42,76.299
9,85,267,19,26,43.201
13,113,288,102,50,62.57599999999999
6,73,356,29,27,51.947
3,66,460,116,23,72.203
14,13,533,77,13,68.158
15,71,550,30,15,70.82100000000001
10,101,76,10,18,23.734
15,87,507,29,31,70.108
12,90,175,20,25,34.77
4,86,444,119,32,74.458
14,94,254,42,21,45.777
15,122,421,96,35,74.668
10,110,482,104,23,78.59899999999999
4,80,90,81,40,34.02
3,32,349,30,15,44.916
14,60,493,86,21,71.69200000000001
5,41,89,59,42,26.863
4,90,454,19,21,61.62300000000001
10,80,403,52,35,61.808
6,42,490,78,30,68.612
7,55,550,88,22,76.618
4,22,366,81,28,53.74
7,26,567,103,12,75.731
3,86,308,62,22,52.032000000000004
8,38,118,28,14,22.352
14,81,314,77,19,54.641000000000005
4,111,238,75,50,52.974000000000004
5,54,496,29,34,64.626
7,39,211,70,41,40.443999999999996
5,86,206,86,42,47.41
9,86,225,34,27,41.144000000000005
7,105,73,81,45,36.068000000000005
12,35,436,32,38,57.858
9,117,252,100,33,56.761
11,69,161,24,39,33.016000000000005
10,97,135,26,20,31.547
15,76,380,93,36,64.92000000000002
13,125,293,82,32,59.731
13,38,198,102,50,44.786
10,122,322,87,18,61.02600000000001
14,44,406,25,20,53.0
3,130,498,79,35,80.083
3,31,319,69,34,49.101
7,104,222,74,50,50.68600000000001
12,21,321,95,23,51.024
9,41,84,125,23,33.037
6,128,446,92,45,77.74900000000001
9,130,379,83,25,67.934
12,75,358,123,30,65.498
11,98,120,88,12,37.346000000000004
11,63,477,129,17,75.268
13,77,279,19,11,42.06
12,21,452,108,31,66.89699999999999
8,52,519,119,44,79.87700000000001
5,115,123,64,20,36.913000000000004
9,121,245,119,32,58.869
5,49,475,58,44,66.885
13,22,120,35,11,21.701
9,102,291,18,46,49.84700000000001
13,65,308,15,50,47.718
13,49,439,99,20,66.443
5,35,466,127,13,69.633
7,92,291,34,28,48.44500000000001
15,96,208,83,32,48.092
7,29,101,29,27,21.178
5,108,516,39,11,71.47300000000001
12,130,154,58,19,41.515
8,108,198,104,13,48.313
4,120,311,68,20,56.91100000000001
10,23,190,15,40,29.468000000000004
9,122,279,10,24,47.297000000000004
8,111,406,94,17,68.845
10,29,394,110,23,61.095000000000006
8,63,239,29,29,39.388000000000005
9,41,111,18,29,22.568
10,17,242,78,14,39.12
5,41,292,59,20,44.748000000000005
15,86,77,96,19,33.844
5,105,277,52,29,50.818
12,96,84,51,27,30.543000000000003
3,82,142,79,49,40.22500000000001
12,53,157,95,38,39.957
14,103,238,26,32,44.434000000000005
11,20,514,41,25,63.529
5,117,219,50,14,44.306999999999995
12,125,533,120,42,90.01100000000001
12,109,594,47,40,84.58800000000001
12,51,587,68,12,76.551
8,21,321,61,29,46.958
5,22,509,15,31,60.05000000000001
15,58,577,65,43,79.92200000000001
13,43,379,66,42,58.015
8,15,284,117,14,48.019999999999996
14,90,165,105,23,44.752
15,24,500,59,42,67.302
6,51,155,51,28,32.073
5,17,379,114,32,59.329
9,59,502,121,34,78.132
9,118,59,93,44,37.782999999999994
13,69,308,61,39,52.852999999999994
13,54,293,119,32,56.305
7,48,301,34,36,45.303000000000004
3,122,339,44,22,56.999
5,71,235,65,30,44.44100000000001
12,30,349,109,43,59.096000000000004
7,114,249,85,34,54.099
7,75,444,23,11,58.473000000000006
15,88,76,39,28,27.636000000000003
5,42,576,29,36,71.552
11,66,386,124,36,68.03600000000002
11,69,233,48,39,43.408
5,117,201,22,43,42.3
4,125,563,47,37,82.23600000000002
10,17,231,89,13,39.32
4,69,314,61,12,49.436
7,35,487,111,36,72.59100000000001
11,118,331,79,35,62.544000000000004
5,44,204,64,23,37.215
9,87,435,114,25,72.632
10,121,450,49,43,71.873
9,26,212,127,18,43.89000000000001
9,22,322,121,18,53.75600000000001
6,82,370,68,12,57.69
10,72,475,42,48,68.399
12,115,148,90,13,42.615
5,20,200,59,27,33.853
5,101,488,69,46,75.89800000000001
3,46,206,26,42,34.79
7,47,457,44,22,60.577000000000005
3,129,566,18,49,80.57100000000001
10,46,386,68,21,56.561000000000014
14,53,390,102,28,63.39
3,130,421,14,24,62.547000000000004
11,23,171,124,45,42.404
6,22,288,66,14,42.425999999999995
8,78,270,31,12,42.496
9,10,455,18,30,53.835
14,121,305,63,30,57.861000000000004
7,83,285,13,39,45.373999999999995
7,121,233,80,24,51.455000000000005
10,123,232,112,49,58.991
13,46,544,76,27,74.54299999999999
9,117,491,114,34,82.839
9,30,322,99,48,55.394000000000005
10,12,317,34,45,44.084
8,111,543,103,43,86.94600000000001
13,60,450,30,17,59.503
15,64,554,76,20,76.988
7,62,475,53,41,67.566
9,34,301,62,19,45.476000000000006
10,13,396,78,31,56.233000000000004
14,126,55,101,48,40.272999999999996
4,62,467,14,15,58.324
5,88,432,122,46,75.62400000000001
13,21,77,64,24,22.558999999999997
14,79,215,59,21,42.308
12,87,446,24,15,61.123
10,16,157,99,32,35.291
15,43,595,96,24,81.769
8,51,122,22,13,23.365000000000002
10,77,176,53,27,37.711000000000006
5,95,393,35,14,57.379
13,98,430,120,32,75.376
3,93,445,80,46,71.87700000000001
15,129,575,41,28,83.051
15,89,314,16,36,49.752
6,105,327,89,24,60.173
4,125,387,89,31,69.20599999999999
11,80,93,46,36,29.927000000000003
3,59,564,70,47,78.771
13,89,440,116,17,73.037
9,83,173,51,25,37.516000000000005
3,13,590,115,22,78.93599999999999
5,109,475,85,12,73.547
14,104,254,40,37,48.581
5,93,358,116,19,64.737
8,21,332,95,19,51.29900000000001
14,21,437,40,48,58.745000000000005
9,77,195,62,15,39.282
3,47,291,106,45,54.248
10,15,532,118,41,76.59100000000001
15,112,254,105,14,55.312
14,30,176,118,33,41.782999999999994
10,74,538,85,38,79.394
7,94,468,26,36,66.46600000000001
7,87,431,57,38,66.18500000000002
13,30,550,35,34,68.79599999999999
3,42,295,33,37,43.629999999999995
6,105,587,78,43,87.26400000000001
3,103,589,100,33,88.63400000000001
15,103,570,52,34,81.674
4,43,68,106,35,30.161
10,41,556,56,28,72.42399999999999
10,10,230,98,41,42.909
12,64,526,53,45,73.87500000000001
14,14,285,83,49,48.290000000000006
7,11,228,128,38,46.096
11,109,165,126,40,51.439
14,19,545,112,38,77.59100000000001
14,130,199,89,49,53.84
3,49,265,33,24,39.865
15,42,130,68,13,29.739
12,114,556,87,30,85.34
11,22,161,124,42,40.921
11,100,567,116,27,88.14999999999999
5,16,155,33,18,24.393
5,56,496,37,29,65.303
7,79,343,68,26,56.371
4,108,261,34,11,44.978
11,99,271,37,50,50.605000000000004
6,28,209,35,32,33.255
3,90,513,129,49,85.12400000000001
7,60,100,76,32,31.378
10,126,400,52,31,66.36500000000001
9,81,68,128,37,38.117
7,76,600,117,35,89.421
13,16,59,98,50,27.675
5,38,469,46,21,60.70600000000001
8,52,232,24,13,34.851
8,16,324,24,34,42.466
14,28,514,58,47,69.555
9,35,153,12,30,25.453
15,129,174,112,39,53.089000000000006
5,119,498,64,33,76.799
14,104,374,47,34,61.254
10,73,585,100,14,83.119
3,50,270,114,40,52.92
4,60,363,26,35,51.528000000000006
11,64,274,124,26,55.302
4,123,155,115,15,47.018
14,24,84,62,15,22.373
15,124,110,62,12,36.332
11,121,189,43,34,43.751
13,46,586,110,33,83.91900000000001
11,109,316,100,23,61.287
13,64,125,55,14,30.035
15,106,418,16,12,59.372
7,84,80,44,17,26.197
5,116,298,88,26,58.538000000000004
7,97,329,114,42,64.929
11,14,489,29,15,57.558
15,115,130,23,36,35.094
14,18,261,45,12,36.986999999999995
4,87,502,22,38,68.53600000000002
11,96,106,98,44,40.808
3,29,93,46,38,23.529000000000003
3,15,90,25,29,17.801
12,30,192,68,20,35.172000000000004
15,43,565,96,31,79.572
7,120,333,109,22,64.971
11,128,438,121,40,80.566
14,21,387,122,42,63.641
6,81,294,27,31,46.829
15,103,474,96,35,77.81700000000001
4,68,468,104,14,70.702
13,21,361,125,34,60.36300000000001
4,93,459,34,38,66.44900000000001
11,71,55,14,44,21.837000000000003
15,72,207,39,41,40.558
8,23,387,81,24,55.861000000000004
6,81,525,98,23,78.438
12,100,136,66,38,39.518
5,41,283,124,28,53.24100000000001
3,25,418,25,27,51.851000000000006
12,48,217,39,47,39.22800000000001
8,119,177,90,25,47.07600000000001
10,19,437,121,32,66.779
8,105,234,75,44,51.52
15,84,452,52,20,65.886
3,21,214,23,28,30.642000000000003
5,39,228,68,12,38.269999999999996
7,115,284,60,26,53.54800000000001
6,29,487,12,18,56.79300000000001
10,20,431,30,11,51.96
8,65,448,23,28,59.830000000000005
3,46,470,47,50,65.13600000000001
7,66,451,114,19,70.918
11,99,435,38,14,63.015
14,36,115,49,17,25.444000000000003
9,70,549,61,20,74.68900000000001
5,77,450,87,23,68.87899999999999
3,106,553,112,27,86.192
4,77,498,85,46,76.114
15,37,86,41,35,23.823
8,87,406,95,15,65.95299999999999
10,106,528,72,50,81.834
14,116,201,93,12,48.535
5,30,344,32,38,47.356
10,125,499,39,36,75.153
6,63,474,18,50,64.012
9,52,505,119,27,76.53
13,93,580,80,34,84.98400000000001
11,13,313,28,31,41.440000000000005
4,128,238,94,23,54.203
8,117,149,84,44,45.497
10,10,556,123,35,78.37100000000001
11,112,376,113,33,70.57499999999999
10,37,348,16,12,43.848
7,119,300,103,13,59.671
4,77,107,34,50,30.468999999999998
